rid,uid,role,feature,benefit,novelty_avg,ustories,stories
502,parent,smart sensors for my child's room,"so that if they leave their beds or rooms, an alert is sounded to prevent kidnapping.",Safety,3.6667,"smart sensors for my child's room so that if they leave their beds or rooms, an alert is sounded to prevent kidnapping. safety","['sensor', 'child', 'room', 'leave', 'bed', 'room', 'alert', 'sound', 'prevent', 'kidnapping', 'safety']"
488,teacher,smart techonolgy to indicate me wheather the students are studying or not by recognizing their voice,I can take some rest.,Safety,2.5,smart techonolgy to indicate me wheather the students are studying or not by recognizing their voice i can take some rest. safety,"['techonolgy', 'indicate', 'wheather', 'student', 'study', 'recognize', 'voice', 'take', 'rest', 'safety']"
502,woman,a smart alarm,I will be protected from intruders.,Safety,2.6667,a smart alarm i will be protected from intruders. safety,"['alarm', 'protect', 'intruder', 'safety']"
494,pet owner,I'm aware if a window is open and letting cold/hot air in., I can always be comfortable.,Energy,2.5,i'm aware if a window is open and letting cold/hot air in.  i can always be comfortable. energy,"[""'m"", 'aware', 'window', 'open', 'let', 'cold/hot', 'air', 'always', 'comfortable', 'energy']"
498,girl,outlet control,I can turn off power to an outlet if I leave my hair straightener plugged in after I leave.,Safety,3.3333,outlet control i can turn off power to an outlet if i leave my hair straightener plugged in after i leave. safety,"['outlet', 'control', 'turn', 'power', 'outlet', 'leave', 'hair', 'straightener', 'plug', 'leave', 'safety']"
500,cat owner,cat food automatically dispensed at certain times,my cat will not go hungry.,Health,1.0,cat food automatically dispensed at certain times my cat will not go hungry. health,"['cat', 'food', 'dispense', 'certain', 'time', 'cat', 'go', 'hungry', 'health']"
496,home owner,robotic trash machine,to empty trash,Energy,4.0,robotic trash machine to empty trash energy,"['robotic', 'trash', 'machine', 'empty', 'trash', 'energy']"
478,grocery shopper,a refridgerator that can scan items' barcode when something is low to have it delivered to my door,I can save time and money,Health,3.75,a refridgerator that can scan items' barcode when something is low to have it delivered to my door i can save time and money health,"['refridgerator', 'scan', 'item', 'barcode', 'something', 'low', 'deliver', 'door', 'save', 'time', 'money', 'health']"
494,home occupant,"My house to automatically lock all windows and doors once I close the front door and step on the front steps outsidde,", I can always be comfortable.,Entertainment,2.5,"my house to automatically lock all windows and doors once i close the front door and step on the front steps outsidde,  i can always be comfortable. entertainment","['lock', 'window', 'door', 'close', 'front', 'door', 'step', 'front', 'step', 'outsidde', 'always', 'comfortable', 'entertainment']"
481,home owner,sensors on the bathtub,if I fall the paramedics will be called,Safety,4.0,sensors on the bathtub if i fall the paramedics will be called safety,"['sensor', 'bathtub', 'fall', 'paramedic', 'call', 'safety']"
502,home occupant,a thermostat that senses when I arrive home,so that the house will be automatically cooled or heated to the perfect temperature when I arrive.,Energy,3.6667,a thermostat that senses when i arrive home so that the house will be automatically cooled or heated to the perfect temperature when i arrive. energy,"['thermostat', 'sens', 'arrive', 'cool', 'heat', 'perfect', 'temperature', 'arrive', 'energy']"
485,home occupant,sensors on doors,doors auotmatically open and close when I am near them,Other,3.0,sensors on doors doors auotmatically open and close when i am near them other,"['sensor', 'door', 'door', 'auotmatically', 'open', 'close']"
496,nurse,uv light show holder,kill germs,Health,4.0,uv light show holder kill germs health,"['uv', 'light', 'show', 'holder', 'kill', 'germ', 'health']"
500,home owner,walls that collect sunlight to heat my house,I spend less money on heat,Energy,4.0,walls that collect sunlight to heat my house i spend less money on heat energy,"['wall', 'collect', 'sunlight', 'heat', 'spend', 'less', 'money', 'heat', 'energy']"
494,home occupant," smart breakfast appliances,",My home will be secure from burgulars.,Safety,2.6667," smart breakfast appliances, my home will be secure from burgulars. safety","['breakfast', 'appliance', 'secure', 'burgulars', 'safety']"
502,home occupant,full-house carbon monoxide sensors,I'd be immediately alerted to any threat of carbon monoxide.,Safety,3.0,full-house carbon monoxide sensors i'd be immediately alerted to any threat of carbon monoxide. safety,"['full-house', 'carbon', 'monoxide', 'sensor', 'immediately', 'alert', 'threat', 'carbon', 'monoxide', 'safety']"
494,home occupant,"a learning thermostat,"," my smart home to turn off the heat if anything is blocking the heater,",Safety,3.6667,"a learning thermostat,  my smart home to turn off the heat if anything is blocking the heater, safety","['learn', 'thermostat', 'turn', 'heat', 'anything', 'block', 'heater', 'safety']"
498,home owner,individual room thermostats,I can control different temperatures in different rooms depending on usage.,Energy,2.6667,individual room thermostats i can control different temperatures in different rooms depending on usage. energy,"['individual', 'room', 'thermostat', 'control', 'different', 'temperature', 'different', 'room', 'depend', 'usage', 'energy']"
492,chef,A smart oven,Cook things that require different temperatures all at the same time in the same space,Health,4.3333,a smart oven cook things that require different temperatures all at the same time in the same space health,"['oven', 'cook', 'thing', 'require', 'different', 'temperature', 'time', 'space', 'health']"
500,tv watcher,a tv that senses when I am asleep and shuts off,I dont have to wake myself up to turn off the tv,Entertainment,3.75,a tv that senses when i am asleep and shuts off i dont have to wake myself up to turn off the tv entertainment,"['tv', 'sens', 'asleep', 'shuts', 'dont', 'wake', 'turn', 'tv', 'entertainment']"
502,parent,smart gates on the stairs that automatically lock,small children can't fall down the stairs.,Safety,4.3333,smart gates on the stairs that automatically lock small children can't fall down the stairs. safety,"['gate', 'stair', 'lock', 'small', 'child', 'fall', 'stair', 'safety']"
481,home occupant,my smart home to recognize stress words that automatically cue appropriate music from the stereo,I can calm down,Entertainment,3.3333,my smart home to recognize stress words that automatically cue appropriate music from the stereo i can calm down entertainment,"['recognize', 'stress', 'word', 'cue', 'appropriate', 'music', 'stereo', 'calm', 'entertainment']"
485,home occupant,"a program to search,  and download movies on it's own when I ask it to",so that I don't have to do it.,Entertainment,3.0,"a program to search,  and download movies on it's own when i ask it to so that i don't have to do it. entertainment","['program', 'search', 'download', 'movie', 'ask', 'entertainment']"
482,home occupant,rfid sensors,"when I come home, it senses my RFID chip and turns on coffee maker.",Entertainment,2.6667,"rfid sensors when i come home, it senses my rfid chip and turns on coffee maker. entertainment","['rfid', 'sensor', 'come', 'sens', 'rfid', 'chip', 'turn', 'coffee', 'maker', 'entertainment']"
488,housewife,a machine to alarm me at the time of serials,I can watch the serial on time,Entertainment,1.6667,a machine to alarm me at the time of serials i can watch the serial on time entertainment,"['machine', 'alarm', 'time', 'serial', 'watch', 'serial', 'time', 'entertainment']"
498,home owner,outdoor motion detectors,I can be alerted when there is movement outside my house.,Safety,3.0,outdoor motion detectors i can be alerted when there is movement outside my house. safety,"['outdoor', 'motion', 'detector', 'alert', 'movement', 'safety']"
502,home occupant,a washer and drier that text me as soon as they're done,I can do the laundry more quickly and efficiently.,Other,3.0,a washer and drier that text me as soon as they're done i can do the laundry more quickly and efficiently. other,"['washer', 'drier', 'text', 'soon', ""'re"", 'do', 'laundry', 'quickly', 'efficiently']"
487,parent,be able to set up electronic use monthly and have my smart home follow regulations i put forth,my children have guidelines and limited exposure to technology daily.,Safety,3.25,be able to set up electronic use monthly and have my smart home follow regulations i put forth my children have guidelines and limited exposure to technology daily. safety,"['able', 'set', 'electronic', 'use', 'monthly', 'follow', 'regulation', 'put', 'forth', 'child', 'guideline', 'limited', 'exposure', 'technology', 'daily', 'safety']"
503,parent,outdoor motion detectors, my home is secure and safe,Safety,2.3333,outdoor motion detectors  my home is secure and safe safety,"['outdoor', 'motion', 'detector', 'secure', 'safe', 'safety']"
500,chicken owner,a automatic egg harvester that puts the eggs in the fridge,I can collect all my eggs even if I am not home.,Health,3.0,a automatic egg harvester that puts the eggs in the fridge i can collect all my eggs even if i am not home. health,"['egg', 'harvester', 'put', 'egg', 'fridge', 'collect', 'egg', 'even', 'health']"
502,home occupant,my coffeemaker to sense when I get out of bed,so my coffee will be brewed by the time I get downstairs.,Entertainment,2.3333,my coffeemaker to sense when i get out of bed so my coffee will be brewed by the time i get downstairs. entertainment,"['coffeemaker', 'sense', 'get', 'bed', 'coffee', 'brew', 'time', 'get', 'downstairs', 'entertainment']"
492,pet owner,a robot pooper scooper,it can follow Fido in the yard and bag and toss his waste so I don't have to.,Health,4.3333,a robot pooper scooper it can follow fido in the yard and bag and toss his waste so i don't have to. health,"['robot', 'pooper', 'scooper', 'follow', 'fido', 'yard', 'bag', 'toss', 'waste', 'health']"
504,home owner,a smart thermostat,The house can be comfortable without wasting energy,Energy,3.6667,a smart thermostat the house can be comfortable without wasting energy energy,"['thermostat', 'comfortable', 'waste', 'energy', 'energy']"
498,home owner,window sensors,I am aware if I leave a window open after I leave the house.,Safety,3.5,window sensors i am aware if i leave a window open after i leave the house. safety,"['window', 'sensor', 'aware', 'leave', 'window', 'open', 'leave', 'safety']"
478,news junkie and coffee addict,a coffee mug that has a screen and displays the morning news from sources I choose,I can drink my coffee and read the news in the morning,Entertainment,2.3333,a coffee mug that has a screen and displays the morning news from sources i choose i can drink my coffee and read the news in the morning entertainment,"['coffee', 'mug', 'screen', 'display', 'morning', 'news', 'source', 'choose', 'drink', 'coffee', 'read', 'news', 'morning', 'entertainment']"
502,home occupant,my thermostat to automatically turn down when it's bedtime,I can save energy.,Energy,2.0,my thermostat to automatically turn down when it's bedtime i can save energy. energy,"['thermostat', 'turn', 'bedtime', 'save', 'energy', 'energy']"
500,dog owner,leash that can go around the entire outside of the house,my dog doesnt run away but has a room to run.,Safety,2.5,leash that can go around the entire outside of the house my dog doesnt run away but has a room to run. safety,"['leash', 'go', 'entire', 'dog', 'doesnt', 'run', 'away', 'room', 'run', 'safety']"
485,home occupant,I want a program installed in my home to keep track of my daily water usuage,I am more aware of how much water I do not need to waste,Energy,3.75,i want a program installed in my home to keep track of my daily water usuage i am more aware of how much water i do not need to waste energy,"['want', 'program', 'instal', 'keep', 'track', 'daily', 'water', 'usuage', 'aware', 'much', 'water', 'need', 'waste', 'energy']"
488,home owner,an machine to indicate me the level of water in the water tank.,I can refill the tank at time,Safety,3.5,an machine to indicate me the level of water in the water tank. i can refill the tank at time safety,"['machine', 'indicate', 'level', 'water', 'water', 'tank', 'refill', 'tank', 'time', 'safety']"
487,home occupant,be able to scan movement in the walls regularly ,i can be alerted by pests when they first intrude.,Health,3.6667,be able to scan movement in the walls regularly  i can be alerted by pests when they first intrude. health,"['able', 'scan', 'movement', 'wall', 'regularly', 'alert', 'pest', 'first', 'intrude', 'health']"
502,home occupant,a perimeter alarm that will alert me if anyone enters my yard,I'll be safe from intruders.,Safety,2.0,a perimeter alarm that will alert me if anyone enters my yard i'll be safe from intruders. safety,"['perimeter', 'alarm', 'alert', 'anyone', 'enters', 'yard', 'safe', 'intruder', 'safety']"
498,home occupant,automatic light dimmers,light adjusts in my house depending on the amount of natural light.,Energy,3.0,automatic light dimmers light adjusts in my house depending on the amount of natural light. energy,"['light', 'dimmer', 'light', 'adjusts', 'depend', 'amount', 'natural', 'light', 'energy']"
482,home occupant,a smart refrigerator,food can be ordered at the store when it runs out or expires and can notify me.,Health,3.6667,a smart refrigerator food can be ordered at the store when it runs out or expires and can notify me. health,"['refrigerator', 'food', 'order', 'store', 'run', 'expires', 'notify', 'health']"
504,home owner,motion sensitive lighting,I can save energy and not have to worry about everyone in the house forgetting to turn the lights out,Energy,4.3333,motion sensitive lighting i can save energy and not have to worry about everyone in the house forgetting to turn the lights out energy,"['motion', 'sensitive', 'light', 'save', 'energy', 'everyone', 'forget', 'turn', 'light', 'energy']"
503,home occupant,automatic fragrance sprinkler,can save time,Energy,2.6667,automatic fragrance sprinkler can save time energy,"['fragrance', 'sprinkler', 'save', 'time', 'energy']"
502,home occupant,automatic shutoff features on appliances,"if I forget to turn them off, they'll be shut off automatically.",Energy,4.3333,"automatic shutoff features on appliances if i forget to turn them off, they'll be shut off automatically. energy","['shutoff', 'feature', 'appliance', 'forget', 'turn', 'shut', 'energy']"
500,home owner,a bed that makes itselt,I always have a freshly made bed.,Other,4.3333,a bed that makes itselt i always have a freshly made bed. other,"['bed', 'make', 'itselt', 'always', 'freshly', 'make', 'bed']"
492,home occupant,"Self-parking, stackable garage","More of our cars can be in the garage and out of the elements, without more square feet.",Other,4.6667,"self-parking, stackable garage more of our cars can be in the garage and out of the elements, without more square feet. other","['self-parking', 'stackable', 'garage', 'car', 'garage', 'element', 'square', 'foot']"
481,neighbor,sensors on my bedroom windows that close when someone is standing outside of them,I can have privacy and safety,Safety,3.6667,sensors on my bedroom windows that close when someone is standing outside of them i can have privacy and safety safety,"['sensor', 'bedroom', 'window', 'close', 'someone', 'stand', 'outside', 'privacy', 'safety', 'safety']"
485,parent,a miracle shampoo and conditioner,my daughter no longer gets her hair tangled,Other,2.3333,a miracle shampoo and conditioner my daughter no longer gets her hair tangled other,"['miracle', 'shampoo', 'conditioner', 'daughter', 'longer', 'get', 'hair', 'tangle']"
498,home owner,controlable outlets,I can shut off outlets in the house when not in use.,Energy,3.6667,controlable outlets i can shut off outlets in the house when not in use. energy,"['controlable', 'outlet', 'shut', 'outlet', 'use', 'energy']"
488,home owner,An alarm if anyone enters my home,I can make my home safety,Safety,2.3333,an alarm if anyone enters my home i can make my home safety safety,"['alarm', 'anyone', 'enters', 'make', 'safety', 'safety']"
503,home occupant,smart locks,can be save on energy costs,Safety,2.0,smart locks can be save on energy costs safety,"['lock', 'save', 'energy', 'cost', 'safety']"
487,parent,customizable scents to be pumped into the air ,"my children can be calmed and soothed at night, and i can freshen up my home at my command.",Entertainment,2.6667,"customizable scents to be pumped into the air  my children can be calmed and soothed at night, and i can freshen up my home at my command. entertainment","['customizable', 'scent', 'pumped', 'air', 'child', 'calm', 'soothe', 'night', 'freshen', 'command', 'entertainment']"
482,home occupant,a smart shower,I can push a button and it will recognize who I am and adjust to my preferred temperature.,Health,3.0,a smart shower i can push a button and it will recognize who i am and adjust to my preferred temperature. health,"['shower', 'push', 'button', 'recognize', 'adjust', 'prefer', 'temperature', 'health']"
504,home owner,network outlets,I wouldn't have to run them myself,Other,1.5,network outlets i wouldn't have to run them myself other,"['network', 'outlet', 'run']"
503,home occupant,Thermostat show temperature from across the room and give recommend to heat or cool the room,can be save on energy costs,Health,2.3333,thermostat show temperature from across the room and give recommend to heat or cool the room can be save on energy costs health,"['thermostat', 'show', 'temperature', 'room', 'give', 'recommend', 'heat', 'cool', 'room', 'save', 'energy', 'cost', 'health']"
498,home owner,oven sensor,I know if I left my oven on when I am not home.,Safety,2.0,oven sensor i know if i left my oven on when i am not home. safety,"['oven', 'sensor', 'know', 'left', 'oven', 'safety']"
500,beverage drinker,an ice maker that makes programable ice cube shapes,I can have a variety of cool ice cubes.,Health,3.3333,an ice maker that makes programable ice cube shapes i can have a variety of cool ice cubes. health,"['ice', 'maker', 'make', 'programable', 'ice', 'cube', 'shape', 'variety', 'cool', 'ice', 'cube', 'health']"
487,pet owner,food and water to be refreshened daily,"my pet is getting the best at all times, health and taste wise.",Health,3.6667,"food and water to be refreshened daily my pet is getting the best at all times, health and taste wise. health","['food', 'water', 'refreshen', 'daily', 'pet', 'get', 'best', 'time', 'health', 'taste', 'wise', 'health']"
482,home occupant,a smart toilet,I can be notified about different health-related things such as when I'm dehydrated,Health,5.0,a smart toilet i can be notified about different health-related things such as when i'm dehydrated health,"['toilet', 'notify', 'different', 'health-related', 'thing', ""'m"", 'dehydrate', 'health']"
481,home occupant,my smart home to have self-cleaning modes for all kitchen appliances,I can cook at home more and be healthier,Health,3.0,my smart home to have self-cleaning modes for all kitchen appliances i can cook at home more and be healthier health,"['self-cleaning', 'mode', 'kitchen', 'appliance', 'cook', 'healthier', 'health']"
503,parent,mart lights,they are scheduled to dim at night or turn off when no one is in the room.,Entertainment,2.0,mart lights they are scheduled to dim at night or turn off when no one is in the room. entertainment,"['mart', 'light', 'schedule', 'dim', 'night', 'turn', 'room', 'entertainment']"
504,a caretaker,backup generator,home dialysis wouldn't have to stop during an outtage ,Health,3.3333,backup generator home dialysis wouldn't have to stop during an outtage  health,"['backup', 'generator', 'dialysis', 'stop', 'outtage', 'health']"
487,home occupant,a programmable wall,I can change a scenic view at a moments notice.,Entertainment,4.5,a programmable wall i can change a scenic view at a moments notice. entertainment,"['programmable', 'wall', 'change', 'scenic', 'view', 'moment', 'notice', 'entertainment']"
485,person of this world,a program where I can tag unwanted mail,I no longer receive junk in the mail,Other,1.6667,a program where i can tag unwanted mail i no longer receive junk in the mail other,"['program', 'tag', 'unwanted', 'mail', 'longer', 'receive', 'junk', 'mail']"
481,pet owner,my smart windows to have sensors that automatically close when an animal gets too close,my pets will be safe.,Safety,2.0,my smart windows to have sensors that automatically close when an animal gets too close my pets will be safe. safety,"['window', 'sensor', 'close', 'animal', 'get', 'close', 'pet', 'safe', 'safety']"
503,parent,"automated sharp furniture sensors,","f my child nears such places, alarm goes off.",Health,2.5,"automated sharp furniture sensors, f my child nears such places, alarm goes off. health","['automate', 'sharp', 'furniture', 'sensor', 'f', 'child', 'nears', 'place', 'alarm', 'go', 'health']"
488,pet owner,an smartmachine to clean and refill my fish tank whenever the tank looks dirty,I always keep my fish tank clean,Other,4.3333,an smartmachine to clean and refill my fish tank whenever the tank looks dirty i always keep my fish tank clean other,"['smartmachine', 'clean', 'refill', 'fish', 'tank', 'whenever', 'tank', 'look', 'dirty', 'always', 'keep', 'fish', 'tank', 'clean']"
500,movie watcher,"a remote that controls my lights, tv, other electronics",I can control everything from one place.,Entertainment,4.0,"a remote that controls my lights, tv, other electronics i can control everything from one place. entertainment","['remote', 'control', 'light', 'tv', 'electronics', 'control', 'everything', 'place', 'entertainment']"
503,home occupant,"turn electronic devices on or off from anywhere I have an Internet connection., so that I can save energy.",I can save energy.,Energy,3.5,"turn electronic devices on or off from anywhere i have an internet connection., so that i can save energy. i can save energy. energy","['turn', 'electronic', 'device', 'anywhere', 'internet', 'connection.', 'save', 'energy', 'save', 'energy', 'energy']"
481,home occupant,my smart home to have temperature controls for different areas of one room,unused areas don't waste energy,Energy,3.0,my smart home to have temperature controls for different areas of one room unused areas don't waste energy energy,"['temperature', 'control', 'different', 'area', 'room', 'unused', 'area', 'waste', 'energy', 'energy']"
504,gardener,grey water collection system,I could have a garden and minimize water consumption,Other,3.3333,grey water collection system i could have a garden and minimize water consumption other,"['grey', 'water', 'collection', 'system', 'garden', 'minimize', 'water', 'consumption']"
482,home occupant,a smart bed,it adjusts tension to optimize comfort and posture.,Health,5.0,a smart bed it adjusts tension to optimize comfort and posture. health,"['bed', 'adjusts', 'tension', 'optimize', 'comfort', 'posture', 'health']"
503,home occupant,"smart device to clean your windows automatically,",can be save time.,Health,3.3333,"smart device to clean your windows automatically, can be save time. health","['device', 'clean', 'window', 'save', 'time', 'health']"
481,neighbor,my smart home to alert neighbors to emergencies in my home,they will be safe as well,Safety,3.5,my smart home to alert neighbors to emergencies in my home they will be safe as well safety,"['alert', 'neighbor', 'emergency', 'safe', 'well', 'safety']"
485,home occupant,a machine to tell me what allergens are in my home,I can stay healthy,Health,3.0,a machine to tell me what allergens are in my home i can stay healthy health,"['machine', 'tell', 'allergen', 'stay', 'healthy', 'health']"
504,home owner,windows that keep in theheat and keep out the cold,comfort and energy conservation,Energy,4.6667,windows that keep in theheat and keep out the cold comfort and energy conservation energy,"['window', 'keep', 'theheat', 'keep', 'cold', 'comfort', 'energy', 'conservation', 'energy']"
484,home owner,a device that changes the temperature of the house to my comfort when I walk in or 30 minutes before I walk in.  ,I am comfortable when I walk in.,Other,3.3333,a device that changes the temperature of the house to my comfort when i walk in or 30 minutes before i walk in.   i am comfortable when i walk in. other,"['device', 'change', 'temperature', 'comfort', 'walk', 'minute', 'walk', 'comfortable', 'walk']"
488,housewife,an control machine to switch off the gas stove by pressing the remote from anywhere,I can save from dangerous situation,Safety,3.0,an control machine to switch off the gas stove by pressing the remote from anywhere i can save from dangerous situation safety,"['control', 'machine', 'switch', 'gas', 'stove', 'press', 'remote', 'anywhere', 'save', 'dangerous', 'situation', 'safety']"
484,party person,music to be played in every room,everyone in the house can hear the music where ever they are.,Entertainment,4.5,music to be played in every room everyone in the house can hear the music where ever they are. entertainment,"['music', 'played', 'room', 'everyone', 'hear', 'music', 'ever', 'entertainment']"
481,home occupant,my smart home to have a payment system near the front door that can only be accessed by an occupant,I can pay delivery drivers without opening the door and stay safe.,Safety,4.6667,my smart home to have a payment system near the front door that can only be accessed by an occupant i can pay delivery drivers without opening the door and stay safe. safety,"['payment', 'system', 'front', 'door', 'access', 'occupant', 'pay', 'delivery', 'driver', 'opening', 'door', 'stay', 'safe', 'safety']"
504,home owner,built in kitchen composter,it can make composting simple,Other,5.0,built in kitchen composter it can make composting simple other,"['built', 'kitchen', 'composter', 'make', 'compost', 'simple']"
482,home occupant,a smart dryer,"it can detect when clothes are shrinking, shut itself off, and alert me.",Other,4.0,"a smart dryer it can detect when clothes are shrinking, shut itself off, and alert me. other","['dryer', 'detect', 'clothes', 'shrink', 'shut', 'alert']"
485,parent,a feature on outlets,my children to do not play with outlets,Safety,3.2,a feature on outlets my children to do not play with outlets safety,"['feature', 'outlet', 'child', 'play', 'outlet', 'safety']"
504,home owner,"voice activated media system, like echo",I could access media in every room,Entertainment,3.0,"voice activated media system, like echo i could access media in every room entertainment","['voice', 'activate', 'medium', 'system', 'echo', 'access', 'medium', 'room', 'entertainment']"
488,home owner,an automatic lock whenever I leaves my home,My house will be in very safe ,Safety,3.0,an automatic lock whenever i leaves my home my house will be in very safe  safety,"['lock', 'whenever', 'leaf', 'safe', 'safety']"
484,home owner,a device that let's me know how much energy I am using,I can save money on utilities,Energy,3.0,a device that let's me know how much energy i am using i can save money on utilities energy,"['device', 'let', 'know', 'much', 'energy', 'use', 'save', 'money', 'utility', 'energy']"
504,busy woman,voice activated online grocery ordering - similar to dash with a voice activated component,can order groceries as I realize I'm running out of something,Other,3.6667,voice activated online grocery ordering - similar to dash with a voice activated component can order groceries as i realize i'm running out of something other,"['voice', 'activate', 'online', 'grocery', 'order', 'similar', 'dash', 'voice', 'activate', 'component', 'order', 'grocery', 'realize', ""'m"", 'run', 'something']"
485,home occupant,timer set up in my shower,the water turns off when time is up. To save water.,Energy,3.0,timer set up in my shower the water turns off when time is up. to save water. energy,"['timer', 'set', 'shower', 'water', 'turn', 'time', 'save', 'water', 'energy']"
484,home owner,a device that can charge electric cars,guests can charge their car while they are at my house,Energy,3.0,a device that can charge electric cars guests can charge their car while they are at my house energy,"['device', 'charge', 'electric', 'car', 'guest', 'charge', 'car', 'energy']"
504,pet owner,"web cam system, perhaps tracking system",I can tell what my pets are up to when I'm at work,Other,3.3333,"web cam system, perhaps tracking system i can tell what my pets are up to when i'm at work other","['web', 'cam', 'system', 'perhaps', 'track', 'system', 'tell', 'pet', ""'m"", 'work']"
484,home owner,a device that can control how bright or dim the lights are,"I can have the room as bright or dim as I want, depending on the mood or situation",Energy,2.3333,"a device that can control how bright or dim the lights are i can have the room as bright or dim as i want, depending on the mood or situation energy","['device', 'control', 'bright', 'dim', 'light', 'room', 'bright', 'dim', 'want', 'depend', 'mood', 'situation', 'energy']"
492,home occupant,security system that tracks my belongings,"I can keep an accurate inventory, assist the authorities if there is a theft, or remember to retrieve what I have loaned out",Safety,4.0,"security system that tracks my belongings i can keep an accurate inventory, assist the authorities if there is a theft, or remember to retrieve what i have loaned out safety","['security', 'system', 'track', 'belonging', 'keep', 'accurate', 'inventory', 'assist', 'authority', 'theft', 'remember', 'retrieve', 'loan', 'safety']"
501,home occupant,floors to be heated when it's cold,my toes don't get cold,Health,3.3333,floors to be heated when it's cold my toes don't get cold health,"['floor', 'heat', 'cold', 'toe', 'get', 'cold', 'health']"
501,home occupant,the lights to automatically come on when it's dark,I can see without having to work at it.,Safety,3.0,the lights to automatically come on when it's dark i can see without having to work at it. safety,"['light', 'come', 'dark', 'see', 'work', 'safety']"
501,home owner,notification if the basement is flooding in the rain,"I can fix that problem as soon as possible, before damage can be done",Safety,3.5,"notification if the basement is flooding in the rain i can fix that problem as soon as possible, before damage can be done safety","['notification', 'basement', 'flood', 'rain', 'fix', 'problem', 'soon', 'possible', 'damage', 'do', 'safety']"
492,home occupant,Closet assistant,"it can help me program and choose outfits that are appropriate for the function and weather, and organize logistics for laundering",Health,4.6667,"closet assistant it can help me program and choose outfits that are appropriate for the function and weather, and organize logistics for laundering health","['closet', 'assistant', 'help', 'program', 'choose', 'outfit', 'appropriate', 'function', 'weather', 'organize', 'logistics', 'laundering', 'health']"
488,teacher,an smart machine to keep track of my students activity,I can well known about my students,Energy,3.0,an smart machine to keep track of my students activity i can well known about my students energy,"['machine', 'keep', 'track', 'student', 'activity', 'well', 'know', 'student', 'energy']"
484,home owner,"a device that cleans my bathroom, remotely",I don't have to,Health,4.0,"a device that cleans my bathroom, remotely i don't have to health","['device', 'clean', 'bathroom', 'remotely', 'health']"
492,parent,a safe garage,"My cars stay locked in place if drivers are too intoxicated, affected, or underage to drive",Safety,4.3333,"a safe garage my cars stay locked in place if drivers are too intoxicated, affected, or underage to drive safety","['safe', 'garage', 'car', 'stay', 'lock', 'place', 'driver', 'intoxicate', 'affected', 'underage', 'drive', 'safety']"
484,energy saver,wall chargers to only come on when I'm actually using them,i can save energy and money,Energy,4.0,wall chargers to only come on when i'm actually using them i can save energy and money energy,"['wall', 'charger', 'come', ""'m"", 'actually', 'use', 'save', 'energy', 'money', 'energy']"
488,teacher,an smart voice recognizing with writing machine to write the subjects automatically by recognizing my voice,I can take some rest.,Energy,4.0,an smart voice recognizing with writing machine to write the subjects automatically by recognizing my voice i can take some rest. energy,"['voice', 'recognize', 'write', 'machine', 'write', 'subject', 'recognize', 'voice', 'take', 'rest', 'energy']"
501,parent,"the door to unlock by itself for my kids when they come home, but not anyone else",They could get home without me being there more easily,Safety,3.3333,"the door to unlock by itself for my kids when they come home, but not anyone else they could get home without me being there more easily safety","['door', 'unlock', 'kid', 'come', 'anyone', 'else', 'get', 'easily', 'safety']"
484,energy saver,a device that cools down any of my electronic devices,they won't overheat,Energy,2.75,a device that cools down any of my electronic devices they won't overheat energy,"['device', 'cool', 'electronic', 'device', 'overheat', 'energy']"
492,home occupant,"a self-cleaning, smart bidet","I can stay fresh, save the environment, and never have to clean the toilet again",Health,5.0,"a self-cleaning, smart bidet i can stay fresh, save the environment, and never have to clean the toilet again health","['self-cleaning', 'bidet', 'stay', 'fresh', 'save', 'environment', 'never', 'clean', 'toilet', 'health']"
501,home occupant,walls that can move my mounted TVs around,I can watch TV anywhere in the house,Entertainment,4.0,walls that can move my mounted tvs around i can watch tv anywhere in the house entertainment,"['wall', 'move', 'mount', 'tv', 'watch', 'tv', 'anywhere', 'entertainment']"
484,home owner,a device that can greet me and hold conversations with me in any room in the house and in the yard,I can be entertained and have answers to questions.,Entertainment,4.0,a device that can greet me and hold conversations with me in any room in the house and in the yard i can be entertained and have answers to questions. entertainment,"['device', 'greet', 'hold', 'conversation', 'room', 'yard', 'entertain', 'answer', 'question', 'entertainment']"
484,bachelor,a device that can emit nice fragrances when I have a female date over.,women can feel more comfortable when they come to my house.,Entertainment,2.6667,a device that can emit nice fragrances when i have a female date over. women can feel more comfortable when they come to my house. entertainment,"['device', 'emit', 'nice', 'fragrance', 'female', 'date', 'woman', 'feel', 'comfortable', 'come', 'entertainment']"
501,consumer,a Refrigerator that can display what the best prices in my area are for food I'm running low on,I know where to go shopping for this food that day,Other,2.0,a refrigerator that can display what the best prices in my area are for food i'm running low on i know where to go shopping for this food that day other,"['refrigerator', 'display', 'best', 'price', 'area', 'food', ""'m"", 'run', 'low', 'know', 'go', 'shopping', 'food', 'day']"
501,home occupant,"dynamic climate control that heats me up when I'm cold, then brings me back to a normal temp",I can always be comfortable and save moneyon heating,Energy,2.6667,"dynamic climate control that heats me up when i'm cold, then brings me back to a normal temp i can always be comfortable and save moneyon heating energy","['dynamic', 'climate', 'control', 'heat', ""'m"", 'cold', 'brings', 'back', 'normal', 'temp', 'always', 'comfortable', 'save', 'moneyon', 'heating', 'energy']"
